Sample,Time,X.center,Y.center,,,
1280,51.16,287.1497875,319.8674154,,,
1281,51.2,286.8451762,320.019481,,,
1282,51.24,286.5403569,320.1718066,,,
1283,51.28,286.2353285,320.3243928,,,
1284,51.32,285.933743,320.4652801,,,
1285,51.36,285.6283023,320.6183785,,,
1286,51.4,285.3226494,320.7717394,,,
1287,51.44,285.0167833,320.9253636,,,
1288,51.48,284.7107028,321.0792516,,,
1289,51.52,284.408105,321.221389,,,
1290,51.56,284.1016019,321.3757955,,,
1291,51.6,283.7948813,321.5304679,,,
1292,51.64,283.4879421,321.6854067,,,
1293,51.68,283.1845178,321.8285533,,,
1294,51.72,282.8771476,321.9840158,,,
1295,51.76,282.5695556,322.1397467,,,
1296,51.8,282.3817639,321.1622749,,,
1297,51.84,282.1878528,320.1847608,,,
1298,51.88,282.0022659,319.2160448,,,
1299,51.92,281.8177586,318.2516403,,,
1300,51.96,281.6343221,317.29151,,,
1301,52,281.444804,316.3312669,,,
1302,52.04,281.2635009,315.3795943,,,
1303,52.08,281.0832424,314.4320866,,,
1304,52.12,280.9040199,313.4887081,,,
1305,52.16,280.718753,312.545149,,,
1306,52.2,280.5415948,311.6099418,,,
1307,52.24,280.0988423,310.2851371,,,
1308,52.28,279.6592225,308.9684343,,,
1309,52.32,279.2226961,307.6597287,,,
1310,52.36,278.7892243,306.3589167,,,
1311,52.4,278.358769,305.0658965,,,
1312,52.44,277.9312925,303.7805678,,,
1313,52.48,277.5067575,302.5028315,,,
1314,52.52,277.0851275,301.2325902,,,
1315,52.56,276.6663662,299.9697479,,,
1316,52.6,276.2504381,298.7142099,,,
1317,52.64,275.8373079,297.4658829,,,
1318,52.68,275.426941,296.2246753,,,
1319,52.72,275.0193033,294.9904964,,,
1320,52.76,274.614361,293.7632572,,,
1321,52.8,274.2120809,292.54287,,,
1322,52.84,273.8124304,291.3292483,,,
1323,52.88,273.4153773,290.1223069,,,
1324,52.92,273.0208896,288.921962,,,
1325,52.96,272.6289362,287.728131,,,
1326,53,272.2394862,286.5407326,,,
1327,53.04,271.7195103,285.6066747,,,
1328,53.08,271.2045464,284.6905156,,,
1329,53.12,270.6891776,283.7642783,,,
1330,53.16,270.1760859,282.8419125,,,
1331,53.2,269.6613566,281.9334402,,,
1332,53.24,269.1592133,281.0223281,,,
1333,53.28,268.648871,280.121245,,,
1334,53.32,268.1446008,279.2138313,,,
1335,53.36,267.6424822,278.3100726,,,
1336,53.4,267.1385635,277.4197992,,,
1337,53.44,266.6470673,276.5267957,,,
1338,53.48,266.1472937,275.6434973,,,
1339,53.52,265.6535116,274.7538564,,,
1340,53.56,265.1617633,273.8676677,,,
1341,53.6,264.6744004,272.9981288,,,
1342,53.64,264.1866296,272.1186769,,,
1343,53.68,265.738181,269.6496417,,,
1344,53.72,267.2662784,267.2112208,,,
1345,53.76,268.7839261,264.8095567,,,
1346,53.8,270.2753206,262.4460208,,,
1347,53.84,271.7608901,260.1082867,,,
1348,53.88,273.2248845,257.7979939,,,
1349,53.92,274.679998,255.5211953,,,
1350,53.96,274.3925029,255.4922485,,,
1351,54,274.1086295,255.4545519,,,
1352,54.04,273.8211003,255.4257369,,,
1353,54.08,273.5335496,255.3969882,,,
1354,54.12,273.2496376,255.3594863,,,
1355,54.16,272.9620479,255.3308685,,,
1356,54.2,273.2353729,254.8535497,,,
1357,54.24,273.5081285,254.3775011,,,
1358,54.28,273.7803177,253.9027162,,,
1359,54.32,274.0519437,253.4291889,,,
1360,54.36,274.3230094,252.9569127,,,
1361,54.4,274.1027912,253.307015,,,
1362,54.44,273.8822279,253.6578192,,,
1363,54.48,273.6613182,254.0093279,,,
1364,54.52,273.4400605,254.3615437,,,
1365,54.56,273.2184536,254.7144693,,,
1366,54.6,272.9241394,254.5954016,,,
1367,54.64,272.6299271,254.4764337,,,
1368,54.68,272.3358154,254.3575652,,,
1369,54.72,272.0418034,254.2387955,,,
1370,54.76,271.7502681,254.1322444,,,
1371,54.8,271.4564432,254.0136657,,,
1372,54.84,271.1627146,253.8951842,,,
1373,54.88,270.8690814,253.7767994,,,
1374,54.92,270.5755424,253.6585108,,,
1375,54.96,270.2820965,253.5403178,,,
1376,55,269.9887427,253.42222,,,
1377,55.04,269.6954798,253.3042167,,,
1378,55.08,269.404615,253.198389,,,
1379,55.12,269.1115222,253.0805685,,,
1380,55.16,268.8185173,252.962841,,,
1381,55.2,268.5255992,252.8452061,,,
1382,55.24,268.2327667,252.7276632,,,
1383,55.28,267.4037611,253.1608258,,,
1384,55.32,266.5785839,253.5991886,,,
1385,55.36,265.7412888,254.0449544,,,
1386,55.4,264.9115883,254.4871574,,,
1387,55.44,264.0735371,254.927964,,,
1388,55.48,263.2392303,255.3740438,,,
1389,55.52,262.3925882,255.8276852,,,
1390,55.56,261.553546,256.2777326,,,
1391,55.6,260.7060236,256.7264371,,,
1392,55.64,260.7364555,256.7431327,,,
1393,55.68,260.7608019,256.7564902,,,
1394,55.72,260.7912362,256.7731882,,,
1395,55.76,260.8155846,256.7865477,,,
1396,55.8,260.8460213,256.8032483,,,
1397,55.84,260.8703717,256.8166097,,,
1398,55.88,260.9008109,256.8333128,,,
1399,55.92,260.9251632,256.8466762,,,
1400,55.96,260.9556049,256.8633818,,,
1401,56,260.9799592,256.8767473,,,
1402,56.04,261.0104034,256.8934553,,,
1403,56.08,261.0104034,256.8934553,,,
1404,56.12,261.0104034,256.8934553,,,
1405,56.16,261.0104034,256.8934553,,,
1406,56.2,261.0104034,256.8934553,,,
1407,56.24,261.0104034,256.8934553,,,
1408,56.28,261.0104034,256.8934553,,,
1409,56.32,261.0104034,256.8934553,,,
1410,56.36,261.0104034,256.8934553,,,
1411,56.4,261.0104034,256.8934553,,,
1412,56.44,261.0104034,256.8934553,,,
1413,56.48,261.0104034,256.8934553,,,
1414,56.52,261.0104034,256.8934553,,,
1415,56.56,261.0104034,256.8934553,,,
1416,56.6,261.0104034,256.8934553,,,
1417,56.64,261.0104034,256.8934553,,,
1418,56.68,260.9411219,256.5876557,,,
1419,56.72,260.8820013,256.2766284,,,
1420,56.76,260.8129563,255.9716425,,,
1421,56.8,260.7479913,255.6581175,,,
1422,56.84,260.6852518,255.357267,,,
1423,56.88,260.6205205,255.0445733,,,
1424,56.92,260.5519486,254.7412026,,,
1425,56.96,260.4935065,254.4326511,,,
1426,57,260.4251667,254.1300786,,,
1427,57.04,260.4305474,254.9294553,,,
1428,57.08,260.4361601,255.7317476,,,
1429,57.12,260.4420065,256.5369782,,,
1430,57.16,260.4480884,257.3451698,,,
1431,57.2,260.4544075,258.1563454,,,
1432,57.24,260.9868001,257.8762895,,,
1433,57.28,261.5282983,257.5913505,,,
1434,57.32,262.0587863,257.3128704,,,
1435,57.36,262.5922643,257.026182,,,
1436,57.4,263.1208784,256.7492629,,,
1437,57.44,263.6585526,256.4675062,,,
1438,57.48,264.1853163,256.1921307,,,
1439,57.52,264.4961541,256.2744976,,,
1440,57.56,264.8131007,256.3602916,,,
1441,57.6,265.1239872,256.4428212,,,
1442,57.64,265.4348989,256.5254317,,,
1443,57.68,265.7480836,256.6204129,,,
1444,57.72,266.0590576,256.7031894,,,
1445,57.76,266.37006,256.7860482,,,
1446,57.8,266.6871891,256.8723482,,,
1447,57.84,266.9982537,256.9553744,,,
1448,57.88,267.3093502,257.038484,,,
1449,57.92,267.6204797,257.1216774,,,
1450,57.96,267.937748,257.2083216,,,
1451,58,268.2489488,257.2916857,,,
1452,58.04,268.560186,257.3751348,,,
1453,58.08,268.8737971,257.4709888,,,
1454,58.12,269.1851194,257.5546121,,,
1455,58.16,269.4964815,257.6383217,,,
1456,58.2,269.8140018,257.7254969,,,
1457,58.24,270.1254491,257.8093822,,,
1458,58.28,270.1315686,257.8127635,,,
1459,58.32,270.1414345,257.8071937,,,
1460,58.36,270.147554,257.810575,,,
1461,58.4,270.1574195,257.8050055,,,
1462,58.44,270.163539,257.8083869,,,
1463,58.48,270.1672847,257.7994363,,,
1464,58.52,270.1734042,257.8028176,,,
1465,58.56,270.183269,257.7972487,,,
1466,58.6,270.1893885,257.80063,,,
1467,58.64,270.1992529,257.7950614,,,
1468,58.68,270.2053724,257.7984427,,,
1469,58.72,270.2114919,257.8018241,,,
1470,58.76,270.2213559,257.7962557,,,
1471,58.8,270.2274755,257.7996371,,,
1472,58.84,270.2373391,257.7940689,,,
1473,58.88,270.2434587,257.7974504,,,
1474,58.92,270.2472024,257.788501,,,
1475,58.96,270.2533219,257.7918825,,,
1476,59,270.2631849,257.7863148,,,
1477,59.04,270.2693044,257.7896963,,,
1478,59.08,270.2791669,257.7841289,,,
1479,59.12,270.2852865,257.7875104,,,
1480,59.16,270.2914061,257.790892,,,
1481,59.2,270.3012682,257.7853248,,,
1482,59.24,270.3073878,257.7887064,,,
1483,59.28,270.3172496,257.7831395,,,
1484,59.32,270.3233692,257.7865211,,,
1485,59.36,270.327111,257.7775729,,,
1486,59.4,270.3332305,257.7809544,,,
1487,59.44,270.3430916,257.7753881,,,
1488,59.48,270.3492112,257.7787697,,,
1489,59.52,270.3590718,257.7732036,,,
1490,59.56,270.3651914,257.7765852,,,
1491,59.6,270.3713111,257.7799669,,,
1492,59.64,270.3811713,257.774401,,,
1493,59.68,270.387291,257.7777828,,,
1494,59.72,270.3971508,257.7722171,,,
1495,59.76,270.4032705,257.7755989,,,
1496,59.8,270.4070103,257.7666518,,,
1497,59.84,270.41313,257.7700335,,,
1498,59.88,270.4229891,257.7644684,,,
1499,59.92,270.4291087,257.7678502,,,
1500,59.96,270.4389675,257.7622854,,,
1501,60,270.4450872,257.7656672,,,
1502,60.04,270.4512069,257.769049,,,
1503,60.08,270.4610652,257.7634844,,,
1504,60.12,270.467185,257.7668663,,,
1505,60.16,270.4770429,257.7613019,,,
1506,60.2,270.4831627,257.7646838,,,
1507,60.24,270.4869006,257.7557379,,,
1508,60.28,270.4930202,257.7591197,,,
1509,60.32,270.5028775,257.7535559,,,
1510,60.36,270.5089972,257.7569378,,,
1511,60.4,270.5188541,257.7513743,,,
1512,60.44,270.5249738,257.7547562,,,
1513,60.48,270.5310936,257.7581382,,,
1514,60.52,270.54095,257.7525749,,,
1515,60.56,270.5470698,257.7559569,,,
1516,60.6,270.5569259,257.7503939,,,
1517,60.64,270.5630457,257.7537759,,,
1518,60.68,270.5667816,257.7448311,,,
1519,60.72,270.5729014,257.7482131,,,
1520,60.76,270.5827568,257.7426506,,,
1521,60.8,270.5888765,257.7460326,,,
1522,60.84,270.5987315,257.7404704,,,
1523,60.88,270.6048513,257.7438524,,,
1524,60.92,270.6109711,257.7472346,,,
1525,60.96,270.6208257,257.7416725,,,
1526,61,270.6269456,257.7450547,,,
1527,61.04,270.6367997,257.7394929,,,
1528,61.08,270.6429196,257.7428751,,,
1529,61.12,270.6466536,257.7339314,,,
1530,61.16,270.6527734,257.7373136,,,
1531,61.2,270.6626269,257.7317523,,,
1532,61.24,270.6687467,257.7351345,,,
1533,61.28,270.6785999,257.7295735,,,
1534,61.32,270.6847197,257.7329557,,,
1535,61.36,270.6908396,257.736338,,,
1536,61.4,270.7006923,257.7307773,,,
1537,61.44,270.7068122,257.7341596,,,
1538,61.48,270.7166645,257.7285991,,,
1539,61.52,270.7227844,257.7319814,,,
1540,61.56,270.7265165,257.7230389,,,
1541,61.6,270.7326364,257.7264212,,,
1542,61.64,270.742488,257.7208612,,,
1543,61.68,270.7486079,257.7242435,,,
1544,61.72,270.7584591,257.7186838,,,
1545,61.76,270.764579,257.7220662,,,
1546,61.8,270.770699,257.7254486,,,
1547,61.84,270.7805498,257.7198891,,,
1548,61.88,270.7866697,257.7232716,,,
1549,61.92,270.7965202,257.7177124,,,
1550,61.96,270.8026402,257.7210948,,,
1551,62,270.8063703,257.7121534,,,
1552,62.04,270.8124902,257.7155359,,,
1553,62.08,270.82234,257.7099772,,,
1554,62.12,270.8284599,257.7133597,,,
1555,62.16,270.8383093,257.7078013,,,
1556,62.2,270.8444292,257.7111837,,,
1557,62.24,270.8505493,257.7145663,,,
1558,62.28,270.8603982,257.7090081,,,
1559,62.32,270.8665182,257.7123907,,,
1560,62.36,270.8763668,257.7068328,,,
1561,62.4,270.8824868,257.7102154,,,
1562,62.44,270.886215,257.7012751,,,
1563,62.48,270.892335,257.7046577,,,
1564,62.52,270.9021829,257.6991003,,,
1565,62.56,270.9083029,257.7024829,,,
1566,62.6,270.9181504,257.6969258,,,
1567,62.64,270.9242704,257.7003084,,,
1568,62.68,270.9303905,257.7036911,,,
1569,62.72,270.9402376,257.6981342,,,
1570,62.76,270.9463577,257.7015169,,,
1571,62.8,270.9562044,257.6959603,,,
1572,62.84,270.9623245,257.699343,,,
1573,62.88,270.9660507,257.6904039,,,
1574,62.92,270.9721708,257.6937866,,,
1575,62.96,270.9820168,257.6882306,,,
1576,63,270.9881369,257.6916133,,,
1577,63.04,270.9979825,257.6860574,,,
1578,63.08,271.0041026,257.6894402,,,
1579,63.12,271.0102227,257.6928231,,,
1580,63.16,271.0200679,257.6872674,,,
1581,63.2,271.0261881,257.6906503,,,
1582,63.24,271.0360329,257.6850949,,,
1583,63.28,271.0421531,257.6884778,,,
1584,63.32,271.0458774,257.6795399,,,
1585,63.36,271.0519975,257.6829227,,,
1586,63.4,271.0618416,257.6773679,,,
1587,63.44,271.0679618,257.6807508,,,
1588,63.48,271.0778055,257.6751962,,,
1589,63.52,271.0839257,257.6785791,,,
1590,63.56,271.0900459,257.6819621,,,
1591,63.6,271.0998892,257.6764078,,,
1592,63.64,271.1060095,257.6797908,,,
1593,63.68,271.1158524,257.6742367,,,
1594,63.72,271.1219727,257.6776197,,,
1595,63.76,271.1256951,257.6686829,,,
1596,63.8,271.1318152,257.6720659,,,
1597,63.84,271.1416575,257.6665123,,,
1598,63.88,271.1477777,257.6698954,,,
1599,63.92,271.1576196,257.6643421,,,
1600,63.96,271.1637398,257.6677251,,,
1601,64,271.1698601,257.6711083,,,
1602,64.04,271.1797016,257.6655552,,,
1603,64.08,271.1858219,257.6689383,,,
1604,64.12,271.195663,257.6633855,,,
1605,64.16,271.2017833,257.6667687,,,
1606,64.2,271.2055037,257.657833,,,
1607,64.24,271.211624,257.6612162,,,
1608,64.28,271.2214644,257.6556639,,,
1609,64.32,271.2275847,257.6590471,,,
1610,64.36,271.2374247,257.6534951,,,
1611,64.4,271.243545,257.6568783,,,
1612,64.44,271.3060672,257.6694587,,,
1613,64.48,271.3648732,257.6909778,,,
1614,64.52,271.427398,257.7035648,,,
1615,64.56,271.4899235,257.7161551,,,
1616,64.6,271.5487369,257.7376846,,,
1617,64.64,271.6112651,257.7502815,,,
1618,64.68,271.6700839,257.771818,,,
1619,64.72,271.7326147,257.7844215,,,
1620,64.76,271.7951463,257.7970283,,,
1621,64.8,271.8539726,257.8185753,,,
1622,64.84,271.9165069,257.8311887,,,
1623,64.88,271.9790419,257.8438055,,,
1624,64.92,272.0378758,257.8653629,,,
1625,64.96,272.1004136,257.8779863,,,
1626,65,272.159253,257.8995508,,,
1627,65.04,272.2217937,257.9121809,,,
1628,65.08,272.2843351,257.9248142,,,
1629,65.12,272.3431822,257.9463893,,,
1630,65.16,272.4057266,257.9590293,,,
1631,65.2,272.4682717,257.9716726,,,
1632,65.24,272.5271266,257.9932582,,,
1633,65.28,272.5896747,258.0059083,,,
1634,65.32,272.6522235,258.0185616,,,
1635,65.36,272.7110863,258.0401578,,,
1636,65.4,272.767507,258.0494244,,,
1637,65.44,272.8263749,258.0710273,,,
1638,65.48,272.8889294,258.0836937,,,
1639,65.52,272.9514848,258.0963635,,,
1640,65.56,273.0103607,258.117977,,,
1641,65.6,273.0729192,258.1306535,,,
1642,65.64,273.1354785,258.1433333,,,
1643,65.68,273.1943625,258.1649575,,,
1644,65.72,273.256925,258.177644,,,
1645,65.76,273.3194884,258.190334,,,
1646,65.8,273.3783805,258.2119688,,,
1647,65.84,273.4409471,258.2246655,,,
1648,65.88,273.4998451,258.2463077,,,
1649,65.92,273.562415,258.2590112,,,
1650,65.96,273.6249858,258.271718,,,
1651,66,273.683892,258.2933709,,,
1652,66.04,273.7464661,258.3060846,,,
1653,66.08,273.8090412,258.3188016,,,
1654,66.12,273.8679557,258.3404652,,,
1655,66.16,273.9305342,258.3531891,,,
1656,66.2,273.9894548,258.3748601,,,
1657,66.24,274.0520366,258.3875908,,,
1658,66.28,274.1146194,258.4003249,,,
1659,66.32,274.1735485,258.4220066,,,
1660,66.36,274.2361347,258.4347476,,,
1661,66.4,274.0981245,258.1828605,,,
1662,66.44,273.9566294,257.9401735,,,
1663,66.48,273.8128325,257.6854334,,,
1664,66.52,273.6716788,257.4432685,,,
1665,66.56,273.5343556,257.1924606,,,
1666,66.6,273.393537,256.9508108,,,
1667,66.64,273.2504398,256.697157,,,
1668,66.68,273.1099584,256.4560223,,,
1669,66.72,272.9733132,256.2062795,,,
1670,66.76,272.9305383,256.2370866,,,
1671,66.8,272.8840822,256.2767627,,,
1672,66.84,272.8351875,256.3042145,,,
1673,66.88,272.7923897,256.3350456,,,
1674,66.92,272.7495848,256.3658843,,,
1675,66.96,272.703094,256.4055989,,,
1676,67,272.6602737,256.4364543,,,
1677,67.04,272.6113401,256.4639438,,,
1678,67.08,272.5685052,256.494814,,,
1679,67.12,272.5219795,256.5345672,,,
1680,67.16,272.4791291,256.5654542,,,
1681,67.2,272.4362717,256.5963487,,,
1682,67.24,272.3872991,256.6238761,,,
1683,67.28,272.3407384,256.6636681,,,
1684,67.32,272.297858,256.6945866,,,
1685,67.36,272.2549704,256.7255127,,,
1686,67.4,272.2083834,256.7653345,,,
1687,67.44,272.1654803,256.7962774,,,
1688,67.48,272.1164599,256.8238519,,,
1689,67.52,272.0735421,256.8548097,,,
1690,67.56,272.02692,256.8946703,,,
1691,67.6,271.9839866,256.925645,,,
1692,67.64,271.9410461,256.9566272,,,
1693,67.68,271.8919864,256.9842398,,,
1694,67.72,271.8453291,257.0241393,,,
1695,67.76,271.8023654,257.0551457,,,
1696,67.8,271.7593945,257.0861598,,,
1697,67.84,271.7127108,257.1260893,,,
1698,67.88,271.6636104,257.1537417,,,
1699,67.92,271.6206163,257.18478,,,
1700,67.96,271.577615,257.2158259,,,
1701,68,271.5308959,257.2557945,,,
1702,68.04,271.487879,257.2868574,,,
1703,68.08,271.4387391,257.3145481,,,
1704,68.12,271.3957073,257.3456259,,,
1705,68.16,271.3489527,257.3856336,,,
1706,68.2,271.3059052,257.4167285,,,
1707,68.24,271.2628505,257.4478309,,,
1708,68.28,271.213671,257.4755601,,,
1709,68.32,271.1668808,257.515607,,,
1710,68.36,271.1238027,257.5467338,,,
1711,68.4,271.0807174,257.5778683,,,
1712,68.44,271.0339005,257.6179454,,,
1713,68.48,270.98468,257.6457147,,,
1714,68.52,270.9415712,257.6768737,,,
1715,68.56,270.8984551,257.7080403,,,
1716,68.6,270.8516026,257.7481568,,,
1717,68.64,270.8084707,257.7793405,,,
1718,68.68,270.7653315,257.8105318,,,
1719,68.72,270.7160633,257.8383472,,,
1720,68.76,270.669175,257.8785031,,,
1721,68.8,270.6260123,257.9097189,,,
1722,68.84,270.5828422,257.9409425,,,
1723,68.88,270.5359271,257.9811288,,,
1724,68.92,270.4866176,258.0089845,,,
1725,68.96,270.4434239,258.0402327,,,
1726,69,270.400223,258.0714886,,,
1727,69.04,270.3532718,258.1117144,,,
1728,69.08,270.3100549,258.1429874,,,
1729,69.12,270.2607053,258.170882,,,
1730,69.16,270.2174733,258.2021702,,,
1731,69.2,270.1704861,258.2424356,,,
1732,69.24,270.1272382,258.2737411,,,
1733,69.28,270.0839829,258.3050542,,,
1734,69.32,270.0345929,258.3329878,,,
1735,69.36,269.9875696,258.3732929,,,
1736,69.4,269.9442905,258.4046307,,,
1737,69.44,269.9010041,258.4359764,,,
1738,69.48,269.8539537,258.4763121,,,
1739,69.52,269.8045219,258.5042863,,,
1740,69.56,269.7612116,258.5356567,,,
1741,69.6,269.717894,258.5670349,,,
1742,69.64,269.6708073,258.6074104,,,
1743,69.68,269.6274735,258.6388059,,,
1744,69.72,269.5780012,258.6668192,,,
1745,69.76,269.5346522,258.69823,,,
1746,69.8,269.4875291,258.7386455,,,
1747,69.84,269.4441641,258.7700736,,,
1748,69.88,269.4007915,258.8015094,,,
1749,69.92,269.3536412,258.8419557,,,
1750,69.96,269.304119,258.8700175,,,
1751,70,269.2607225,258.9014783,,,
1752,70.04,269.2173185,258.9329469,,,
1753,70.08,269.1701316,258.9734332,,,
1754,70.12,269.1267114,259.0049192,,,
1755,70.16,269.0771484,259.0330203,,,
1756,70.2,269.0337129,259.0645217,,,
1757,70.24,268.9864893,259.1050481,,,
1758,70.28,268.9430376,259.1365669,,,
1759,70.32,268.8995784,259.1680935,,,
1760,70.36,268.8499743,259.1962342,,,
1761,70.4,268.8027141,259.2368008,,,
1762,70.44,268.7592308,259.2683525,,,
1763,70.48,268.7157399,259.299912,,,
1764,70.52,268.6684521,259.3405097,,,
1765,70.56,268.6188056,259.3686915,,,
1766,70.6,268.5752905,259.4002761,,,
1767,70.64,268.5317679,259.4318686,,,
1768,70.68,268.4844432,259.4725067,,,
1769,70.72,268.4409043,259.5041166,,,
1770,70.76,268.3912165,259.5323381,,,
1771,70.8,268.347662,259.5639636,,,
1772,70.84,268.3003004,259.6046421,,,
1773,70.88,268.2567296,259.6362852,,,
1774,70.92,268.2131513,259.6679361,,,
