Sample,Time,XCenter,YCenter
2599,103.92,318.8425992,236.2493927
2600,103.96,318.8205002,236.2235461
2601,104,318.7984038,236.1977023
2602,104.04,318.7763101,236.1718615
2603,104.08,318.7542191,236.1460237
2604,104.12,318.7257492,236.1158146
2605,104.16,318.7002246,236.0983191
2606,104.2,318.6781417,236.0724898
2607,104.24,318.6560614,236.0466634
2608,104.28,318.6339838,236.0208399
2609,104.32,318.6119088,235.9950194
2610,104.36,318.5898364,235.9692019
2611,104.4,318.5643252,235.9517184
2612,104.44,318.5422578,235.9259059
2613,104.48,318.520193,235.9000963
2614,104.52,318.4981308,235.8742897
2615,104.56,318.4760713,235.848486
2616,104.6,318.4540144,235.8226852
2617,104.64,318.4285165,235.8052137
2618,104.68,318.4064645,235.779418
2619,104.72,318.3844151,235.7536252
2620,104.76,318.3623684,235.7278353
2621,104.8,318.3403243,235.7020483
2622,104.84,318.3148374,235.6845868
2623,104.88,318.2927982,235.6588048
2624,104.92,318.2643913,235.6286617
2625,104.96,318.2423579,235.6028861
2626,105,318.2203271,235.5771135
2627,105.04,318.198299,235.5513437
2628,105.08,318.1728259,235.5338946
2629,105.12,318.1508026,235.5081298
2630,105.16,318.128782,235.482368
2631,105.2,318.1067639,235.4566091
2632,105.24,318.0847485,235.4308531
2633,105.28,318.0627356,235.4051
2634,105.32,318.0372758,235.3876628
2635,105.36,318.0152679,235.3619147
2636,105.4,317.9932625,235.3361695
2637,105.44,317.9712598,235.3104273
2638,105.48,317.9492596,235.2846879
2639,105.52,317.9272621,235.2589514
2640,105.56,317.9018155,235.2415262
2641,105.6,317.8798229,235.2157947
2642,105.64,317.8578328,235.1900661
2643,105.68,317.8358454,235.1643404
2644,105.72,317.8075014,235.1342636
2645,105.76,317.7855197,235.1085442
2646,105.8,317.7600868,235.0911312
2647,105.84,317.73811,235.0654168
2648,105.88,317.7161357,235.0397053
2649,105.92,317.6941641,235.0139967
2650,105.96,317.672195,234.988291
2651,106,317.646773,234.9708878
2652,106.04,317.6248088,234.945187
2653,106.08,317.6028471,234.9194892
2654,106.12,317.5808881,234.8937942
2655,106.16,317.5589317,234.8681021
2656,106.2,317.5369778,234.8424128
2657,106.24,317.5115689,234.8250215
2658,106.28,317.4896199,234.7993372
2659,106.32,317.4676734,234.7736558
2660,106.36,317.4457296,234.7479773
2661,106.4,317.4237883,234.7223017
2662,106.44,317.4018496,234.6966289
2663,106.48,317.3764538,234.6792493
2664,106.52,317.3481718,234.6492374
2665,106.56,317.3262411,234.6235729
2666,106.6,317.3043129,234.5979114
2667,106.64,317.2823873,234.5722527
2668,106.68,317.2604643,234.5465969
2669,106.72,317.2350821,234.5292295
2670,106.76,317.2131638,234.5035786
2671,106.8,317.1912482,234.4779305
2672,106.84,317.1693352,234.4522854
2673,106.88,317.1474247,234.4266431
2674,106.92,317.1220532,234.4092853
2675,106.96,317.1001475,234.3836479
2676,107,317.0782444,234.3580134
2677,107.04,317.0563438,234.3323818
2678,107.08,317.0344458,234.306753
2679,107.12,317.0125504,234.281127
2680,107.16,316.9871919,234.263781
2681,107.2,316.9653012,234.2381599
2682,107.24,316.9434132,234.2125417
2683,107.28,316.9215276,234.1869264
2684,107.32,316.8933075,234.1569797
2685,107.36,316.8714277,234.1313706
2686,107.4,316.8460826,234.1140366
2687,107.44,316.8242075,234.0884323
2688,107.48,316.802335,234.062831
2689,107.52,316.780465,234.0372324
2690,107.56,316.7585976,234.0116367
2691,107.6,316.7367328,233.9860439
2692,107.64,316.7114006,233.9687215
2693,107.68,316.6895405,233.9431335
2694,107.72,316.6676829,233.9175484
2695,107.76,316.7702132,233.9451008
2696,107.8,316.8727523,233.972664
2697,107.84,316.9753002,234.000238
2698,107.88,317.077857,234.0278228
2699,107.92,317.1804227,234.0554185
2700,107.96,317.2927954,234.0790917
2701,108,317.3953783,234.1067097
2702,108.04,317.4979703,234.1343385
2703,108.08,317.6005713,234.1619782
2704,108.12,317.7031814,234.1896289
2705,108.16,317.8058007,234.2172904
2706,108.2,317.9084292,234.2449629
2707,108.24,318.0110669,234.2726464
2708,108.28,318.1137138,234.3003408
2709,108.32,318.21637,234.3280462
2710,108.36,318.3190356,234.3557626
2711,108.4,318.4217106,234.3834901
2712,108.44,318.5341849,234.4073021
2713,108.48,318.6368781,234.4350521
2714,108.52,318.7395808,234.4628132
2715,108.56,318.8422931,234.4905854
2716,108.6,318.9450149,234.5183686
2717,108.64,319.0477463,234.546163
2718,108.68,319.1504874,234.5739684
2719,108.72,319.2532382,234.601785
2720,108.76,319.3559988,234.6296127
2721,108.8,319.4587691,234.6574516
2722,108.84,319.5615493,234.6853016
2723,108.88,319.6643393,234.7131628
2724,108.92,319.7769214,234.7371157
2725,108.96,319.8797307,234.7649999
2726,109,319.9825499,234.7928953
2727,109.04,320.0853791,234.820802
2728,109.08,320.1882184,234.8487199
2729,109.12,320.2910678,234.8766491
2730,109.16,320.3939273,234.9045895
2731,109.2,320.496797,234.9325413
2732,109.24,320.5996769,234.9605043
2733,109.28,320.7025671,234.9884787
2734,109.32,320.8054676,235.0164645
2735,109.36,320.9181541,235.0405484
2736,109.4,321.0210748,235.0685574
2737,109.44,321.1240058,235.0965778
2738,109.48,321.2269473,235.1246096
2739,109.52,321.3298993,235.1526529
2740,109.56,321.4328619,235.1807075
2741,109.6,321.535835,235.2087736
2742,109.64,321.6388188,235.2368511
2743,109.68,321.7418132,235.2649401
2744,109.72,321.8448184,235.2930406
2745,109.76,321.9478342,235.3211526
2746,109.8,322.0508609,235.3492761
2747,109.84,322.1636673,235.373505
2748,109.88,322.2667151,235.4016522
2749,109.92,322.3697738,235.4298109
2750,109.96,322.4728435,235.4579811
2751,110,322.5759241,235.486163
2752,110.04,322.6790158,235.5143565
2753,110.08,322.7821185,235.5425615
2754,110.12,322.8852324,235.5707782
2755,110.16,322.9883574,235.5990066
2756,110.2,323.0914935,235.6272466
2757,110.24,323.194641,235.6554983
2758,110.28,323.3075628,235.679862
2759,110.32,323.4107323,235.7081377
2760,110.36,323.5139132,235.736425
2761,110.4,323.6171054,235.7647241
2762,110.44,323.7203091,235.793035
2763,110.48,323.8235242,235.8213576
2764,110.52,323.9267509,235.849692
2765,110.56,324.0299891,235.8780381
2766,110.6,324.1332389,235.9063961
2767,110.64,324.2365004,235.9347659
2768,110.68,324.3397735,235.9631476
2769,110.72,324.4430584,235.9915411
2770,110.76,324.5561124,236.0160539
2771,110.8,324.6594203,236.0444717
2772,110.84,324.7627401,236.0729014
2773,110.88,324.8660718,236.101343
2774,110.92,324.9694154,236.1297965
2775,110.96,325.072771,236.158262
2776,111,325.1761385,236.1867394
2777,111.04,325.2795182,236.2152288
2778,111.08,325.3829099,236.2437302
2779,111.12,325.4863137,236.2722436
2780,111.16,325.5897297,236.3007689
2781,111.2,325.6931579,236.3293064
2782,111.24,325.8063504,236.3539704
2783,111.28,325.9098028,236.3825325
2784,111.32,326.0132675,236.4111066
2785,111.36,326.1167445,236.4396929
2786,111.4,326.220234,236.4682912
2787,111.44,326.323736,236.4969017
2788,111.48,326.7853519,236.2643897
2789,111.52,327.2529712,236.0368428
2790,111.56,327.710423,235.8136954
2791,111.6,328.1771688,235.5872322
2792,111.64,328.6370261,235.3569068
2793,111.68,329.102906,235.1315304
2794,111.72,329.5619044,234.9022906
2795,111.76,330.0269351,234.6779918
2796,111.8,330.481872,234.4580181
2797,111.84,330.9460789,234.2347763
2798,111.88,331.4034175,234.007669
2799,111.92,331.3420411,233.9555544
2800,111.96,331.2806804,233.9034534
2801,112,331.2257896,233.855758
2802,112.04,331.1644586,233.8036829
2803,112.08,331.0999367,233.7597799
2804,112.12,331.038636,233.7077303
2805,112.16,330.9773509,233.6556943
2806,112.2,330.9225285,233.608058
2807,112.24,330.861273,233.5560479
2808,112.28,330.800033,233.5040512
2809,112.32,330.7388086,233.4520679
2810,112.36,330.6775996,233.4000982
2811,112.4,330.6228462,233.3525223
2812,112.44,330.5584518,233.3087229
2813,112.48,330.4972869,233.2567906
2814,112.52,330.4361373,233.2048718
2815,112.56,330.3750032,233.1529664
2816,112.6,330.3203176,233.1054491
2817,112.64,330.2592128,233.0535693
2818,112.68,330.1981234,233.0017028
2819,112.72,330.1370494,232.9498497
2820,112.76,330.0759907,232.8980099
2821,112.8,330.0181501,232.8586833
2822,112.84,329.9571197,232.8068674
2823,112.88,329.8961045,232.7550647
2824,112.92,329.8351047,232.7032754
2825,112.96,329.7741201,232.6514993
2826,113,329.7195699,232.6040998
2827,113.04,329.6586143,232.552349
2828,113.08,329.5976741,232.5006115
2829,113.12,329.536749,232.4488871
2830,113.16,329.4758391,232.397176
2831,113.2,329.4181239,232.3579515
2832,113.24,329.3572419,232.306264
2833,113.28,329.2963752,232.2545897
2834,113.32,329.2355235,232.2029285
2835,113.36,329.174687,232.1512804
2836,113.4,329.1202707,232.1039976
2837,113.44,329.059463,232.0523746
2838,113.48,328.9986703,232.0007648
2839,113.52,328.9378926,231.949168
2840,113.56,328.8738891,231.9056864
2841,113.6,328.8195389,231.8584607
2842,113.64,328.758804,231.8069004
2843,113.68,328.6980841,231.7553531
2844,113.72,328.6373792,231.7038188
2845,113.76,328.5766892,231.6522976
2846,113.8,328.5224057,231.6051302
2847,113.84,328.4617442,231.5536338
2848,113.88,328.4010976,231.5021503
2849,113.92,328.3372167,231.4587685
2850,113.96,328.276599,231.4073094
2851,114,328.2159961,231.3558632
2852,114.04,328.1617915,231.3087642
2853,114.08,328.1012169,231.2573427
2854,114.12,328.0406572,231.2059341
2855,114.16,327.9801124,231.1545384
2856,114.2,327.9195823,231.1031555
2857,114.24,327.8654435,231.0561142
2858,114.28,327.8016841,231.0128312
2859,114.32,327.741196,230.9614842
2860,114.36,327.6807226,230.91015
2861,114.4,327.620264,230.8588286
2862,114.44,327.5661899,230.8118433
2863,114.48,327.5057593,230.7605463
2864,114.52,327.4453433,230.7092621
2865,114.56,327.3849421,230.6579907
2866,114.6,327.3245555,230.6067319
2867,114.64,327.2672808,230.5678658
2868,114.68,327.2069212,230.5166298
2869,114.72,327.1465761,230.4654066
2870,114.76,327.0862457,230.414196
2871,114.8,327.0259298,230.3629982
2872,114.84,326.971985,230.3161254
2873,114.88,326.9116968,230.2649517
2874,114.92,326.8514232,230.2137907
2875,114.96,326.7911641,230.1626423
2876,115,326.7309195,230.1115065
2877,115.04,326.6737643,230.0727375
2878,115.08,326.6135464,230.0216243
2879,115.12,326.553343,229.9705236
2880,115.16,326.493154,229.9194355
2881,115.2,326.4329794,229.8683599
2882,115.24,326.3791625,229.8215986
2883,115.28,326.3190154,229.770547
2884,115.32,326.2588826,229.7195078
2885,115.36,326.1987643,229.6684812
2886,115.4,326.1353771,229.625501
2887,115.44,326.0816233,229.5787944
2888,115.48,326.0215457,229.5278025
2889,115.52,325.9614824,229.4768232
2890,115.56,325.9014334,229.4258562
2891,115.6,325.8413986,229.3749017
2892,115.64,325.7877084,229.3282508
2893,115.68,325.7277009,229.27732
2894,115.72,325.6677076,229.2264016
2895,115.76,325.6044371,229.1835164
2896,115.8,325.5444713,229.1326212
2897,115.84,325.4908436,229.0860243
2898,115.88,325.4309048,229.0351527
2899,115.92,325.3709803,228.9842934
2900,115.96,325.3613639,228.9880249
2901,116,325.3517474,228.9917564
2902,116.04,325.3421308,228.9954882
2903,116.08,325.332514,228.9992202
2904,116.12,325.3292182,229.0072363
2905,116.16,325.3196011,229.0109687
2906,116.2,325.3099838,229.0147012
2907,116.24,325.3003663,229.0184339
2908,116.28,325.2907487,229.0221669
2909,116.32,325.2811309,229.0259
2910,116.36,325.271513,229.0296332
2911,116.4,325.2618948,229.0333667
2912,116.44,325.2585977,229.0413846
2913,116.48,325.2489793,229.0451184
2914,116.52,325.2393607,229.0488525
2915,116.56,325.2297419,229.0525867
2916,116.6,325.220123,229.0563211
2917,116.64,325.2105039,229.0600557
2918,116.68,325.2008847,229.0637905
2919,116.72,325.1912653,229.0675255
2920,116.76,325.1879668,229.0755451
2921,116.8,325.178347,229.0792805
2922,116.84,325.1687271,229.083016
2923,116.88,325.1591071,229.0867518
2924,116.92,325.1494869,229.0904877
2925,116.96,325.1398665,229.0942238
2926,117,325.1302459,229.09796
2927,117.04,325.1206252,229.1016965
2928,117.08,325.1173254,229.1097179
2929,117.12,325.1077043,229.1134548
2930,117.16,325.0980831,229.1171918
2931,117.2,325.0884618,229.1209291
2932,117.24,325.0788402,229.1246665
2933,117.28,325.0692186,229.1284041
2934,117.32,325.0595967,229.1321419
2935,117.36,325.0499747,229.1358798
2936,117.4,325.0466735,229.143903
2937,117.44,325.0370512,229.1476414
2938,117.48,325.0274287,229.15138
2939,117.52,325.017806,229.1551187
2940,117.56,325.0081832,229.1588576
2941,117.6,324.9985602,229.1625967
2942,117.64,324.988937,229.166336
2943,117.68,324.9793137,229.1700755
2944,117.72,324.9760112,229.1781004
2945,117.76,324.9663875,229.1818403
2946,117.8,324.9534607,229.1936061
2947,117.84,324.9438366,229.1973465
2948,117.88,324.9342122,229.2010871
2949,117.92,324.9245878,229.204828
2950,117.96,324.9149631,229.208569
2951,118,324.9053383,229.2123101
2952,118.04,324.8957134,229.2160515
2953,118.08,324.8924092,229.2240788
2954,118.12,324.8827839,229.2278206
2955,118.16,324.8731584,229.2315625
2956,118.2,324.8635328,229.2353046
2957,118.24,324.853907,229.2390469
2958,118.28,324.8442811,229.2427895
2959,118.32,324.834655,229.2465321
2960,118.36,324.8250287,229.250275
2961,118.4,324.8217232,229.2583041
2962,118.44,324.8120965,229.2620473
2963,118.48,324.8024698,229.2657908
2964,118.52,324.7928428,229.2695344
2965,118.56,324.7832157,229.2732783
2966,118.6,324.7735885,229.2770223
2967,118.64,324.7639611,229.2807665
2968,118.68,324.7543335,229.2845108
2969,118.72,324.7510266,229.2925417
2970,118.76,324.7413987,229.2962865
2971,118.8,324.7317706,229.3000314
2972,118.84,324.7221423,229.3037766
2973,118.88,324.7125139,229.3075219
2974,118.92,324.7028853,229.3112674
2975,118.96,324.6932566,229.3150131
2976,119,324.6836277,229.318759
2977,119.04,324.6803195,229.3267916
2978,119.08,324.6706902,229.3305379
2979,119.12,324.6610608,229.3342844
2980,119.16,324.6514313,229.338031
2981,119.2,324.6418015,229.3417779
2982,119.24,324.6321717,229.3455249
2983,119.28,324.6225416,229.3492721
2984,119.32,324.6129114,229.3530195
2985,119.36,324.6096018,229.3610539
2986,119.4,324.5999712,229.3648017
2987,119.44,324.5903405,229.3685496
2988,119.48,324.5807096,229.3722978
2989,119.52,324.5710786,229.3760462
2990,119.56,324.5614474,229.3797947
2991,119.6,324.551816,229.3835434
2992,119.64,324.5421845,229.3872923
2993,119.68,324.5388735,229.3953285
2994,119.72,324.5292417,229.3990778
2995,119.76,324.5196096,229.4028273
2996,119.8,324.5099774,229.4065769
2997,119.84,324.5003451,229.4103268
2998,119.88,324.4907125,229.4140768
2999,119.92,324.4810798,229.4178271
3000,119.96,324.471447,229.4215775
3001,120,324.461814,229.4253281
3002,120.04,324.4585015,229.4333663
3003,120.08,324.4488681,229.4371173
3004,120.12,324.4392346,229.4408684
3005,120.16,324.4296009,229.4446198
3006,120.2,324.4199671,229.4483713
3007,120.24,324.4103331,229.4521231
3008,120.28,324.4006989,229.455875
3009,120.32,324.3910646,229.4596271
3010,120.36,324.3877507,229.4676671
3011,120.4,324.378116,229.4714196
3012,120.44,324.3684812,229.4751723
3013,120.48,324.3588462,229.4789252
3014,120.52,324.349211,229.4826782
3015,120.56,324.3395757,229.4864315
3016,120.6,324.3299402,229.4901849
3017,120.64,324.3203045,229.4939385
3018,120.68,324.3169893,229.5019803
3019,120.72,324.3073533,229.5057343
3020,120.76,324.2977171,229.5094885
3021,120.8,324.2880808,229.5132429
3022,120.84,324.2784443,229.5169975
3023,120.88,324.2688076,229.5207522
3024,120.92,324.2591708,229.5245072
3025,120.96,324.2495338,229.5282623
3026,121,324.2462172,229.5363059
3027,121.04,324.2365799,229.5400614
3028,121.08,324.2269424,229.5438171
3029,121.12,324.2173048,229.547573
3030,121.16,324.2076669,229.5513291
3031,121.2,324.198029,229.5550854
3032,121.24,324.1883908,229.5588418
3033,121.28,324.1787525,229.5625985
3034,121.32,324.1754345,229.5706438
3035,121.36,324.1657959,229.5744009
3036,121.4,324.156157,229.5781581
3037,121.44,324.1465181,229.5819155
3038,121.48,324.1368789,229.5856731
3039,121.52,324.1272396,229.5894309
3040,121.56,324.1176001,229.5931889
3041,121.6,324.1046411,229.6049942
3042,121.64,324.0950012,229.6087527
3043,121.68,324.0916816,229.6168004
3044,121.72,324.0820412,229.6205593
3045,121.76,324.0724007,229.6243185
3046,121.8,324.0627601,229.6280778
3047,121.84,324.0531192,229.6318373
3048,121.88,324.0434782,229.635597
3049,121.92,324.0338371,229.6393569
3050,121.96,324.0241958,229.643117
3051,122,324.0208748,229.6511664
3052,122.04,324.0112331,229.6549269
3053,122.08,324.0015913,229.6586876
3054,122.12,323.9919493,229.6624484
3055,122.16,323.9823071,229.6662094
3056,122.2,323.9726648,229.6699707
3057,122.24,323.9630223,229.6737321
3058,122.28,323.9533797,229.6774936
3059,122.32,323.9500573,229.6855449
3060,122.36,323.9404143,229.6893069
3061,122.4,323.9307711,229.6930691
3062,122.44,323.9211278,229.6968314
3063,122.48,323.9114843,229.700594
3064,122.52,323.9018407,229.7043567
3065,122.56,323.8921968,229.7081196
3066,122.6,323.8825529,229.7118827
3067,122.64,323.8792291,229.7199358
3068,122.68,323.8695848,229.7236993
3069,122.72,323.8599403,229.727463
3070,122.76,323.8502956,229.7312269
3071,122.8,323.8406508,229.7349909
3072,122.84,323.8310058,229.7387552
3073,122.88,323.8213606,229.7425196
3074,122.92,323.8117153,229.7462842
3075,122.96,323.8083902,229.7543391
3076,123,323.7987445,229.7581041
3077,123.04,323.7890987,229.7618693
3078,123.08,323.7794527,229.7656347
3079,123.12,323.7698065,229.7694003
3080,123.16,323.7601602,229.7731661
3081,123.2,323.7505137,229.776932
3082,123.24,323.740867,229.7806982
3083,123.28,323.7375405,229.7887548
3084,123.32,323.7278935,229.7925214
3085,123.36,323.7182463,229.7962881
3086,123.4,323.708599,229.800055
3087,123.44,323.6989515,229.8038221
3088,123.48,323.6893038,229.8075894
3089,123.52,323.679656,229.8113569
3090,123.56,323.670008,229.8151246
3091,123.6,323.6603598,229.8188924
3092,123.64,323.6570317,229.8269511
3093,123.68,323.6473832,229.8307193
3094,123.72,323.6377345,229.8344878
3095,123.76,323.6280857,229.8382564
3096,123.8,323.6184367,229.8420252
3097,123.84,323.6087875,229.8457942
3098,123.88,323.5991381,229.8495634
3099,123.92,323.5894886,229.8533328
3100,123.96,323.5861592,229.8613932
3101,124,323.5765093,229.865163
3102,124.04,323.5668593,229.868933
3103,124.08,323.5572091,229.8727031
3104,124.12,323.5475587,229.8764735
3105,124.16,323.5379082,229.880244
3106,124.2,323.5282575,229.8840147
3107,124.24,323.5186066,229.8877856
3108,124.28,323.5152758,229.8958478
3109,124.32,323.5056246,229.8996191
3110,124.36,323.4959732,229.9033906
3111,124.4,323.4863217,229.9071623
3112,124.44,323.47667,229.9109342
3113,124.48,323.4670181,229.9147062
3114,124.52,323.457366,229.9184784
3115,124.56,323.4477138,229.9222509
3116,124.6,323.4443817,229.9303149
3117,124.64,323.4347291,229.9340877
3118,124.68,323.4250764,229.9378607
3119,124.72,323.4154235,229.9416339
3120,124.76,323.4057704,229.9454073
3121,124.8,323.3961172,229.9491809
3122,124.84,323.3864638,229.9529547
3123,124.88,323.3768102,229.9567286
3124,124.92,323.3734767,229.9647945
3125,124.96,323.3638228,229.9685688
3126,125,323.3541687,229.9723434
3127,125.04,323.3445144,229.9761181
3128,125.08,323.33486,229.979893
3129,125.12,323.3252054,229.9836681
3130,125.16,323.3155507,229.9874434
3131,125.2,323.3058958,229.9912188
3132,125.24,323.3025608,229.9992865
3133,125.28,323.2929056,230.0030624
3134,125.32,323.2832501,230.0068384
3135,125.36,323.270259,230.0186833
3136,125.4,323.260603,230.02246
3137,125.44,323.2509469,230.0262368
3138,125.48,323.2412906,230.0300138
3139,125.52,323.2316341,230.033791
3140,125.56,323.2219775,230.0375684
3141,125.6,323.2186409,230.0456384
3142,125.64,323.208984,230.0494162
3143,125.68,323.1993268,230.0531942
3144,125.72,323.1896695,230.0569724
3145,125.76,323.180012,230.0607508
3146,125.8,323.1703544,230.0645293
3147,125.84,323.1606966,230.0683081
3148,125.88,323.1510386,230.072087
3149,125.92,323.1477006,230.0801588
3150,125.96,323.1380423,230.0839381
3151,126,323.1283838,230.0877176
3152,126.04,323.1187251,230.0914973
3153,126.08,323.1090663,230.0952772
3154,126.12,323.0994073,230.0990573
3155,126.16,323.0897481,230.1028376
3156,126.2,323.0800888,230.106618
3157,126.24,323.0767494,230.1146917
3158,126.28,323.0670898,230.1184725
3159,126.32,323.0574299,230.1222536
3160,126.36,323.0477699,230.1260348
3161,126.4,323.0381097,230.1298162
3162,126.44,323.0284493,230.1335978
3163,126.48,323.0187888,230.1373796
3164,126.52,323.0091281,230.1411616
3165,126.56,323.0057873,230.1492371
3166,126.6,322.9961263,230.1530194
3167,126.64,322.9864651,230.156802
3168,126.68,322.9768037,230.1605848
3169,126.72,322.9671421,230.1643677
3170,126.76,322.9574804,230.1681509
3171,126.8,322.9478185,230.1719342
3172,126.84,322.9381565,230.1757177
3173,126.88,322.9348143,230.183795
3174,126.92,322.9251519,230.1875789
3175,126.96,322.9154893,230.191363
3176,127,322.9058266,230.1951473
3177,127.04,322.8961637,230.1989318
3178,127.08,322.8865006,230.2027164
3179,127.12,322.8768373,230.2065013
3180,127.16,322.8671739,230.2102864
3181,127.2,322.8575103,230.2140716
3182,127.24,322.8541666,230.2221509
3183,127.28,322.8445027,230.2259365
3184,127.32,322.8348385,230.2297223
3185,127.36,322.8251743,230.2335083
3186,127.4,322.8155098,230.2372945
3187,127.44,322.8058452,230.2410809
3188,127.48,322.7961804,230.2448675
3189,127.52,322.7865154,230.2486543
3190,127.56,322.7831703,230.2567354
3191,127.6,322.773505,230.2605226
3192,127.64,322.7638395,230.2643099
3193,127.68,322.7541739,230.2680975
3194,127.72,322.7445081,230.2718852
3195,127.76,322.7348421,230.2756731
3196,127.8,322.7251759,230.2794612
3197,127.84,322.7155096,230.2832495
3198,127.88,322.7121631,230.2913324
3199,127.92,322.7024964,230.2951212
3200,127.96,322.6928296,230.29891
3201,128,322.6831625,230.3026991
3202,128.04,322.6734954,230.3064884
3203,128.08,322.663828,230.3102779
3204,128.12,322.6541605,230.3140675
3205,128.16,322.6444928,230.3178574
3206,128.2,322.6411449,230.3259421
3207,128.24,322.6314768,230.3297323
3208,128.28,322.6218086,230.3335227
3209,128.32,322.6121402,230.3373134
3210,128.36,322.6024716,230.3411042
3211,128.4,322.5928029,230.3448952
3212,128.44,322.583134,230.3486864
3213,128.48,322.5734649,230.3524777
3214,128.52,322.5701157,230.3605643
3215,128.56,322.5604462,230.364356
3216,128.6,322.5507766,230.368148
3217,128.64,322.5411069,230.3719402
3218,128.68,322.5314369,230.3757325
3219,128.72,322.5217668,230.3795251
3220,128.76,322.5120966,230.3833178
3221,128.8,322.5024261,230.3871107
3222,128.84,322.4990754,230.395199
3223,128.88,322.4894046,230.3989924
3224,128.92,322.4797337,230.4027859
3225,128.96,322.4700625,230.4065796
3226,129,322.4603912,230.4103734
3227,129.04,322.4507197,230.4141675
3228,129.08,322.4410481,230.4179618
3229,129.12,322.4280242,230.4298464
3230,129.16,322.418352,230.4336412
3231,129.2,322.4149997,230.441732
3232,129.24,322.4053271,230.4455272
3233,129.28,322.3956544,230.4493227
3234,129.32,322.3859815,230.4531183
3235,129.36,322.3763085,230.4569141
3236,129.4,322.3666353,230.4607101
3237,129.44,322.3569619,230.4645063
